,pic_data,answers
792,"[255, 255, 113, 68, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 204, 233, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 255, 255, 106, 255, 255, 68, 17, 68, 255, 126, 255, 255, 255, 255, 255, 74, 255, 17, 17, 62, 255, 255, 209, 255, 255, 255, 255, 255, 204, 17, 17, 68, 113, 68, 17, 68, 113, 255, 96, 255, 158, 17, 17, 17, 17, 17, 62, 17, 17, 62, 255, 255, 158, 17, 17, 68, 204, 255, 209, 113, 17, 17, 158, 255, 113, 17, 17, 158, 255, 255, 255, 158, 17, 17, 17, 255, 62, 17, 62, 255, 255, 255, 255, 255, 17, 17, 62, 255, 62, 17, 62, 255, 255, 60, 255, 204, 62, 17, 68, 255, 62, 17, 62, 255, 255, 255, 255, 209, 17, 17, 62, 204, 17, 17, 17, 158, 255, 255, 255, 113, 17, 17, 158, 164, 17, 17, 17, 68, 158, 116, 158, 17, 17, 68, 209, 113, 17, 17, 113, 17, 17, 17, 17, 17, 17, 113, 255, 255, 158, 158, 255, 209, 62, 17, 17, 68, 158, 255, 69, 255, 255, 255, 255, 255, 255, 204, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 146, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",11
793,"[255, 255, 255, 255, 204, 62, 113, 209, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 17, 17, 113, 255, 255, 255, 255, 255, 62, 17, 17, 62, 17, 17, 17, 158, 99, 255, 255, 158, 17, 17, 164, 255, 209, 62, 113, 204, 255, 255, 255, 68, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 255, 255, 158, 209, 255, 255, 255, 255, 62, 17, 62, 204, 113, 17, 17, 17, 62, 158, 255, 255, 62, 17, 62, 113, 17, 68, 62, 17, 17, 32, 116, 255, 113, 17, 17, 17, 17, 255, 255, 158, 17, 17, 113, 255, 158, 17, 17, 17, 204, 255, 255, 255, 62, 17, 62, 255, 255, 17, 17, 17, 209, 90, 255, 255, 113, 17, 17, 212, 65, 62, 17, 17, 113, 255, 203, 255, 158, 17, 17, 255, 255, 53, 62, 17, 17, 158, 255, 255, 113, 17, 62, 255, 255, 255, 113, 17, 17, 17, 17, 68, 17, 17, 113, 255, 255, 167, 255, 62, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 155, 255, 204, 113, 62, 158, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 131, 255, 116, 255, 255, 255, 135, 255, 255, 255, 255, 255, 255, 255, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",6
794,"[255, 255, 47, 255, 255, 102, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 164, 62, 255, 255, 255, 255, 255, 255, 255, 255, 186, 209, 17, 17, 204, 255, 255, 255, 42, 255, 255, 255, 255, 113, 17, 17, 158, 209, 209, 255, 255, 113, 255, 255, 255, 209, 17, 17, 17, 62, 17, 255, 255, 62, 255, 255, 255, 68, 17, 17, 17, 17, 68, 204, 137, 17, 255, 255, 255, 62, 17, 17, 17, 17, 198, 255, 158, 17, 255, 255, 255, 113, 164, 17, 17, 62, 255, 255, 158, 17, 255, 173, 255, 255, 255, 68, 17, 17, 204, 255, 62, 17, 255, 255, 255, 255, 255, 158, 17, 17, 17, 255, 68, 17, 204, 114, 255, 255, 255, 255, 17, 17, 17, 69, 17, 17, 209, 255, 255, 255, 255, 255, 68, 17, 17, 158, 17, 17, 255, 255, 255, 255, 255, 255, 113, 17, 17, 62, 17, 17, 255, 255, 143, 255, 255, 255, 255, 62, 17, 17, 17, 17, 255, 255, 255, 255, 225, 255, 255, 158, 17, 62, 17, 113, 164, 156, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 105, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 60, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 47, 134, 255, 255]",29
795,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 68, 158, 68, 17, 17, 113, 255, 255, 255, 255, 207, 17, 17, 17, 17, 17, 17, 17, 113, 255, 158, 113, 62, 17, 17, 32, 209, 113, 17, 17, 62, 62, 17, 17, 17, 17, 113, 255, 255, 255, 62, 17, 17, 68, 158, 209, 17, 17, 209, 255, 255, 104, 17, 17, 17, 158, 255, 255, 209, 68, 255, 255, 255, 255, 17, 17, 62, 255, 255, 144, 204, 17, 255, 255, 255, 204, 17, 17, 68, 255, 255, 255, 158, 113, 255, 255, 255, 164, 17, 17, 113, 255, 255, 255, 62, 17, 255, 255, 255, 113, 17, 17, 209, 255, 255, 255, 62, 158, 255, 255, 255, 68, 17, 17, 209, 255, 255, 255, 62, 204, 255, 255, 255, 17, 17, 17, 255, 255, 255, 204, 17, 255, 117, 255, 255, 68, 113, 113, 255, 255, 255, 209, 17, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 158, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 132, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255]",22
796,"[255, 255, 255, 255, 158, 32, 113, 209, 255, 255, 255, 255, 255, 255, 32, 62, 17, 17, 17, 17, 68, 255, 255, 255, 255, 17, 17, 17, 17, 62, 17, 17, 17, 113, 255, 255, 255, 62, 17, 62, 209, 255, 209, 62, 17, 17, 255, 255, 158, 17, 17, 62, 255, 255, 255, 113, 17, 17, 113, 255, 158, 62, 68, 158, 255, 255, 255, 113, 17, 17, 164, 255, 204, 255, 255, 255, 255, 255, 255, 113, 17, 17, 204, 102, 131, 255, 255, 255, 255, 255, 209, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 204, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 107, 255, 204, 158, 107, 68, 255, 255, 255, 62, 17, 17, 68, 17, 17, 17, 17, 17, 255, 255, 158, 17, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 158, 17, 17, 17, 68, 62, 113, 158, 255, 255, 255, 255, 11, 113, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 126, 255, 255, 255, 255, 255, 255, 152, 255, 255, 255, 255, 255, 255, 255, 255]",2
797,"[255, 255, 255, 255, 38, 255, 255, 255, 255, 255, 255, 255, 255, 150, 255, 255, 255, 69, 255, 255, 255, 255, 255, 255, 255, 255, 255, 81, 255, 255, 255, 177, 255, 255, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 134, 255, 62, 255, 255, 255, 158, 62, 68, 62, 158, 255, 255, 158, 17, 255, 255, 113, 17, 17, 17, 17, 17, 68, 255, 113, 17, 255, 158, 17, 17, 17, 68, 17, 62, 17, 113, 17, 17, 255, 62, 17, 17, 113, 255, 255, 255, 113, 17, 17, 17, 158, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 17, 158, 17, 17, 113, 255, 255, 255, 255, 164, 17, 17, 62, 17, 17, 17, 209, 255, 255, 255, 255, 62, 17, 17, 113, 113, 17, 17, 204, 255, 255, 255, 255, 68, 17, 68, 209, 113, 17, 17, 113, 255, 165, 255, 113, 17, 17, 62, 255, 164, 17, 17, 17, 113, 113, 113, 17, 17, 17, 209, 255, 113, 209, 17, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 255, 158, 158, 158, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 113, 17, 209, 255, 255, 255, 255, 255, 80, 255, 255, 255, 255, 164, 255, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 153, 108, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",13
798,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 255, 164, 255, 255, 255, 137, 255, 255, 62, 158, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 209, 203, 255, 255, 255, 255, 255, 255, 255, 62, 17, 68, 255, 158, 62, 62, 62, 158, 255, 255, 158, 17, 17, 158, 113, 17, 17, 17, 17, 17, 68, 255, 113, 17, 17, 158, 17, 17, 17, 62, 62, 62, 17, 113, 17, 17, 113, 62, 17, 17, 113, 255, 255, 255, 113, 17, 17, 17, 26, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 17, 158, 17, 17, 113, 198, 255, 255, 255, 164, 17, 17, 62, 17, 17, 17, 209, 255, 255, 255, 255, 11, 17, 17, 113, 113, 17, 17, 204, 255, 255, 255, 255, 68, 17, 68, 209, 158, 17, 17, 113, 255, 255, 255, 113, 17, 17, 62, 255, 255, 62, 17, 17, 113, 113, 113, 17, 17, 17, 47, 255, 255, 209, 17, 17, 17, 17, 17, 17, 17, 62, 168, 255, 255, 255, 255, 158, 164, 47, 209, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 204, 113, 17, 209, 90, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 29, 255, 255, 255, 255, 255, 255, 117, 255, 255, 255, 255, 93, 255, 255, 255, 80, 255, 138, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",13
799,"[255, 255, 113, 255, 158, 158, 11, 209, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 17, 17, 68, 255, 255, 255, 62, 158, 17, 17, 17, 62, 17, 17, 17, 113, 255, 255, 17, 17, 17, 17, 113, 255, 255, 62, 17, 17, 209, 255, 17, 62, 17, 17, 11, 255, 255, 158, 17, 17, 107, 255, 17, 17, 17, 17, 209, 255, 255, 209, 17, 17, 113, 255, 17, 62, 17, 17, 204, 255, 255, 255, 17, 17, 17, 255, 113, 17, 17, 17, 209, 255, 255, 255, 68, 17, 68, 255, 158, 68, 17, 17, 158, 255, 255, 255, 62, 17, 17, 209, 255, 113, 17, 17, 158, 126, 255, 255, 68, 17, 17, 209, 255, 23, 17, 17, 107, 255, 255, 255, 62, 17, 17, 209, 255, 209, 17, 17, 113, 164, 183, 255, 68, 17, 68, 255, 60, 255, 17, 17, 17, 255, 255, 255, 17, 17, 62, 255, 255, 255, 17, 17, 17, 62, 17, 62, 17, 17, 209, 255, 255, 255, 255, 68, 17, 17, 17, 17, 17, 113, 255, 255, 255, 107, 255, 255, 164, 62, 113, 62, 209, 255, 255, 255, 255, 255, 65, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 131, 255, 255, 255, 255, 255, 255, 255, 255, 204, 255, 255, 255, 255, 255, 255, 255, 158, 255, 255]",0
800,"[255, 255, 255, 255, 177, 255, 255, 255, 255, 255, 255, 255, 255, 78, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 123, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 71, 255, 255, 255, 98, 255, 255, 255, 255, 255, 255, 255, 41, 204, 255, 255, 255, 158, 68, 17, 62, 209, 204, 113, 17, 17, 17, 158, 158, 17, 17, 17, 17, 107, 62, 17, 17, 17, 17, 17, 17, 62, 209, 158, 17, 62, 62, 209, 204, 113, 17, 17, 62, 255, 255, 255, 62, 17, 158, 255, 255, 204, 17, 17, 62, 255, 255, 255, 158, 17, 204, 255, 255, 255, 62, 17, 62, 255, 255, 255, 204, 17, 209, 255, 255, 255, 62, 17, 62, 51, 125, 255, 209, 17, 158, 255, 255, 42, 62, 17, 17, 107, 255, 255, 156, 17, 113, 255, 255, 137, 113, 17, 17, 158, 174, 255, 47, 17, 62, 255, 255, 255, 113, 17, 17, 158, 255, 255, 209, 17, 62, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 17, 62, 255, 255, 255, 209, 113, 62, 164, 255, 255, 255, 107, 158, 204, 255, 255, 174, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 72, 158, 255, 185, 195, 197, 255, 255, 255, 255, 188, 255, 255, 63, 255, 255, 255, 255, 255]",22
801,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 98, 255, 255, 255, 255, 141, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 51, 255, 255, 255, 255, 209, 113, 158, 255, 255, 255, 138, 255, 255, 62, 255, 255, 255, 17, 17, 17, 255, 255, 119, 255, 255, 17, 62, 255, 255, 68, 17, 17, 209, 255, 255, 255, 255, 17, 17, 204, 255, 113, 17, 17, 158, 255, 158, 17, 62, 17, 17, 209, 255, 209, 17, 17, 113, 68, 17, 17, 17, 17, 17, 113, 255, 255, 62, 17, 17, 17, 17, 17, 113, 17, 17, 158, 255, 209, 17, 17, 17, 17, 17, 209, 255, 17, 17, 62, 113, 17, 17, 17, 17, 62, 255, 255, 255, 68, 17, 17, 17, 17, 17, 17, 17, 113, 255, 255, 255, 17, 17, 17, 17, 17, 158, 17, 17, 62, 87, 255, 255, 62, 17, 17, 17, 255, 255, 68, 17, 68, 255, 255, 255, 62, 62, 62, 255, 255, 255, 62, 17, 17, 209, 255, 186, 255, 177, 255, 255, 255, 255, 158, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 204, 113, 17, 113, 255, 249, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 128, 255, 26, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 209, 255, 255, 255, 255, 255, 255, 15, 255, 255, 255, 255, 212, 255, 255, 72, 255, 255, 255]",33
802,"[255, 255, 255, 255, 255, 255, 17, 17, 17, 209, 198, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 105, 204, 62, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 209, 255, 255, 255, 255, 17, 62, 62, 62, 113, 17, 17, 62, 255, 255, 255, 113, 17, 17, 17, 68, 17, 17, 17, 68, 209, 113, 158, 17, 17, 17, 158, 255, 158, 17, 17, 17, 113, 68, 62, 17, 17, 209, 255, 255, 255, 209, 17, 17, 62, 209, 68, 17, 17, 204, 255, 255, 255, 255, 17, 17, 17, 255, 62, 17, 17, 209, 255, 255, 255, 255, 113, 17, 17, 255, 158, 17, 17, 62, 255, 255, 255, 255, 158, 17, 17, 255, 209, 68, 17, 68, 209, 255, 255, 255, 113, 17, 17, 255, 255, 62, 17, 17, 68, 158, 255, 158, 17, 62, 62, 255, 255, 255, 62, 17, 17, 17, 62, 17, 17, 209, 113, 255, 255, 255, 209, 62, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 158, 158, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 35, 255, 255, 255, 197, 255, 47, 126, 255, 255, 255, 255, 107, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 156, 255]",13
803,"[255, 255, 255, 255, 255, 255, 62, 68, 113, 255, 255, 255, 255, 255, 255, 255, 255, 209, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 209, 17, 62, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 255, 255, 116, 255, 42, 255, 255, 158, 62, 158, 158, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 164, 255, 255, 255, 255, 255, 255, 146, 255, 113, 17, 17, 204, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 255, 158, 255, 255, 255, 255, 68, 17, 62, 255, 255, 53, 255, 113, 255, 135, 255, 255, 17, 17, 62, 255, 255, 255, 255, 17, 255, 255, 255, 255, 62, 17, 68, 255, 255, 255, 255, 17, 158, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 17, 68, 255, 255, 204, 17, 17, 62, 255, 255, 255, 255, 164, 255, 255, 255, 164, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 158, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 204, 255, 255, 255, 255, 255, 255, 158, 209, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 68, 17, 17, 17, 68, 255, 255, 161, 255, 255, 255, 209, 17, 17, 17, 17, 113, 255, 255, 255, 143, 255, 255, 255, 209, 113, 164, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 218, 255, 255, 255, 255, 255, 255]",19
804,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 87, 255, 162, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 174, 255, 255, 255, 113, 158, 17, 255, 66, 255, 134, 255, 255, 255, 255, 255, 113, 17, 68, 209, 255, 255, 255, 204, 255, 255, 255, 255, 17, 17, 17, 255, 255, 255, 255, 68, 17, 62, 255, 209, 17, 17, 113, 255, 255, 255, 255, 62, 17, 62, 255, 158, 17, 17, 17, 255, 255, 255, 209, 62, 17, 68, 170, 113, 17, 17, 158, 255, 255, 255, 209, 17, 17, 68, 255, 62, 17, 17, 204, 41, 255, 255, 113, 17, 17, 158, 255, 62, 17, 62, 255, 255, 255, 255, 68, 17, 17, 204, 255, 68, 17, 62, 83, 255, 255, 255, 17, 17, 17, 255, 255, 62, 17, 17, 164, 255, 255, 158, 17, 17, 68, 255, 255, 113, 17, 17, 17, 62, 17, 17, 17, 17, 62, 255, 255, 255, 158, 62, 17, 17, 113, 113, 17, 17, 113, 255, 255, 255, 255, 255, 204, 209, 255, 255, 62, 62, 11, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 116, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 83]",30
805,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 182, 255, 255, 255, 255, 255, 255, 255, 255, 255, 26, 255, 255, 255, 255, 255, 96, 255, 255, 255, 158, 113, 62, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 62, 255, 255, 204, 158, 113, 255, 255, 255, 255, 68, 17, 68, 255, 158, 17, 17, 62, 255, 255, 47, 255, 62, 17, 17, 158, 255, 62, 17, 17, 255, 255, 255, 255, 209, 17, 17, 62, 255, 158, 17, 17, 107, 255, 255, 255, 255, 68, 17, 62, 255, 209, 68, 17, 17, 255, 255, 255, 255, 113, 17, 17, 255, 255, 62, 17, 17, 209, 255, 255, 255, 158, 17, 17, 255, 255, 158, 17, 17, 113, 255, 255, 255, 158, 17, 17, 255, 255, 204, 62, 17, 68, 204, 255, 204, 68, 17, 17, 255, 255, 255, 113, 17, 17, 68, 62, 68, 17, 209, 68, 255, 255, 255, 47, 17, 17, 17, 17, 17, 158, 255, 255, 255, 179, 255, 255, 98, 113, 113, 113, 209, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 105, 255, 255, 255, 255, 255, 255, 149, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 72, 255, 255, 255, 255, 255, 255, 255, 225, 255, 255, 255, 255, 255, 255, 255, 150, 255, 255, 255, 255, 255, 255, 255, 255, 255, 60, 255]",30
806,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 68, 62, 68, 17, 51, 255, 255, 174, 255, 209, 17, 17, 17, 17, 17, 17, 62, 255, 255, 255, 255, 62, 17, 17, 113, 113, 62, 17, 17, 17, 255, 75, 158, 17, 17, 113, 255, 255, 209, 68, 17, 113, 255, 255, 17, 17, 17, 158, 255, 249, 255, 255, 255, 255, 255, 213, 62, 17, 17, 209, 158, 113, 107, 209, 210, 255, 170, 255, 68, 17, 68, 62, 17, 17, 17, 17, 158, 137, 209, 255, 17, 17, 17, 17, 107, 158, 17, 17, 17, 204, 158, 255, 68, 17, 17, 113, 255, 255, 255, 17, 17, 62, 17, 255, 17, 17, 17, 209, 255, 255, 203, 62, 17, 62, 17, 204, 17, 17, 17, 209, 255, 255, 255, 17, 17, 62, 17, 113, 107, 17, 17, 158, 255, 255, 87, 68, 17, 17, 158, 204, 209, 17, 17, 17, 209, 255, 113, 17, 17, 17, 255, 255, 255, 113, 17, 17, 17, 17, 17, 17, 17, 255, 255, 255, 255, 255, 158, 62, 17, 17, 17, 62, 255, 255, 123, 255, 255, 255, 255, 255, 204, 209, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 105, 171, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 128, 255, 255, 255, 90, 255, 255, 255, 255, 255, 255, 255, 143, 255, 255, 255, 255, 255, 255, 255, 140, 255, 255, 255, 255]",6
807,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 147, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 90, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 113, 158, 204, 255, 255, 255, 255, 255, 255, 255, 255, 255, 68, 17, 68, 204, 113, 62, 17, 113, 255, 255, 255, 255, 11, 17, 17, 62, 17, 17, 17, 17, 62, 255, 255, 209, 17, 17, 17, 113, 209, 158, 68, 17, 17, 113, 255, 164, 17, 17, 62, 255, 255, 255, 204, 68, 17, 62, 255, 113, 17, 17, 158, 255, 138, 255, 255, 62, 17, 62, 255, 68, 17, 17, 204, 255, 255, 255, 255, 47, 17, 17, 255, 62, 17, 17, 209, 255, 255, 255, 255, 62, 17, 62, 255, 62, 17, 17, 158, 60, 255, 255, 158, 17, 17, 68, 56, 17, 17, 17, 68, 209, 255, 255, 68, 17, 17, 113, 113, 17, 17, 68, 17, 62, 62, 62, 17, 17, 17, 41, 113, 17, 17, 158, 113, 17, 17, 17, 17, 62, 209, 255, 62, 17, 17, 209, 255, 209, 17, 113, 158, 255, 255, 255, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 62, 255, 29, 255, 255, 255, 110, 255, 255, 255, 158, 62, 113, 255, 255, 255, 255, 255, 255, 255, 255, 255, 53, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",25
808,"[255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 138, 255, 255, 255, 255, 96, 255, 255, 255, 113, 17, 68, 62, 255, 98, 255, 255, 105, 255, 255, 158, 17, 17, 17, 17, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 158, 113, 255, 255, 255, 255, 255, 113, 107, 17, 17, 68, 255, 255, 93, 255, 255, 255, 255, 17, 17, 17, 17, 62, 209, 101, 255, 255, 255, 255, 204, 113, 17, 17, 17, 17, 17, 113, 255, 255, 255, 255, 255, 255, 68, 17, 17, 62, 68, 158, 255, 255, 255, 255, 255, 209, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 11, 17, 17, 158, 255, 255, 255, 255, 153, 255, 255, 102, 68, 17, 17, 158, 255, 255, 255, 255, 107, 255, 255, 255, 62, 17, 62, 255, 255, 255, 159, 255, 255, 255, 126, 158, 17, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 113, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 113, 62, 68, 77, 255, 165, 255, 255, 255, 255, 255, 255, 255, 255, 204, 188, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 120, 255, 255, 255, 93, 255, 255, 255]",15
809,"[255, 255, 255, 255, 204, 68, 17, 17, 62, 255, 255, 255, 158, 255, 255, 255, 17, 17, 17, 62, 158, 255, 255, 255, 17, 158, 255, 209, 17, 17, 62, 255, 255, 255, 255, 255, 113, 255, 255, 255, 68, 17, 68, 255, 209, 209, 255, 255, 255, 255, 98, 255, 62, 17, 17, 62, 17, 158, 255, 26, 255, 255, 255, 113, 68, 17, 17, 17, 68, 113, 255, 255, 255, 255, 102, 68, 17, 17, 17, 62, 204, 104, 255, 255, 255, 255, 255, 158, 209, 17, 17, 17, 255, 120, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 255, 255, 209, 68, 17, 68, 255, 255, 255, 255, 255, 255, 255, 255, 255, 17, 17, 17, 209, 255, 255, 255, 255, 255, 255, 255, 255, 158, 17, 17, 113, 255, 255, 255, 255, 255, 255, 188, 255, 204, 17, 17, 62, 255, 255, 255, 255, 255, 255, 255, 255, 255, 62, 17, 17, 255, 255, 255, 123, 255, 255, 255, 255, 255, 113, 17, 62, 158, 96, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 137, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 171, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 74, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255, 255]",15
